course_section_id,New_Professor,Professor_ID,Professor_Division,Professor_Teaching_Status,Professor_Score,Course_Score,Co_Professor,Professor_Enrollments,Course_Number,Section_Number,Course_Division,Course_Type,New_Course,Program_Degree,Course_Year,Course_Term,Term_Number,Academic_Year,Course_Credits,Course_Capacity,Prerequisites,Corequisites,Enrollment_Total,Enrollment_Masters1,Enrollment_Masters2,Enrollment_MS,Enrollment_PhD,Enrollment_CrossReg_Other,Response_Rate,Waitlist,Separate_Evaluation,Classroom,days,Class_Time,Hours,times_taught,Q1_Stu_Effort_Score,Q2_Stu_Instr_Engagement_Score,Q3_Stu_Peer_Engagement_Score,Q4_Stu_Prev_Experience_Score,Q5_Stu_Curr_Experience_Score,Q6_Stu_Course_Value_Score,Q8_Stu_Recommend_Score,Q10_Average_workload_rating,Q11_Course_Pace_Score,Q12_Course_Content_Score,Q13_Instr_Attunement_Score,Q14_Instr_Clarity_Score,Q15_Instr_Expectations_Score,Q16_Instr_Feedback_Score,Q17_Instr_Inclusiveness_Score,Course_Teaching_Assistant
208790,No,8a9995d9,USIE,Full Time,4.434042,3.978261,No,1,X06607,003,USIE,Core,No,Masters1,2025,Spring,20251,2024-25,1.5,74.0,Prerequisites,,66.0,66.0,0.0,0.0,0.0,0.0,77.2699966430664,0.0,No,Building1,"M,W",14:20:00,1.5,48.0,3.764705,4.235294,4.490196,2.941176,1.0,3.90196,4.372549,3.274509,3.098039,3.588235,4.215686,4.17647,4.098039,3.607843,4.254901,Yes
208791,No,f126b8e1,USIE,Full Time,4.461538,4.030303,No,1,X06607,004,USIE,Core,No,Masters1,2025,Spring,20251,2024-25,1.5,74.0,Prerequisites,,78.0,78.0,0.0,0.0,0.0,0.0,91.0299987792969,0.0,No,Building1,"M,W",10:50:00,1.5,48.0,3.802816,4.507042,4.436619,2.478873,1.0,3.957746,4.366197,3.239436,3.12676,3.901408,4.070422,4.323943,4.112676,3.718309,4.549295,Yes
208792,No,db9fa0d4,CGCH,Full Time,4.75,4.375,No,1,R08033,001,SBFH,Elective,No,Masters1,2025,Spring,20251,2024-25,3.0,17.0,,Corequisite,17.0,16.0,1.0,0.0,0.0,0.0,47.060001373291,0.0,No,off-campus,,,,3.0,4.625,4.5,4.625,4.0,1.0,4.375,4.75,3.25,3.5,4.375,4.25,4.5,4.375,4.125,4.625,Yes
208793,No,f126b8e1,USIE,Full Time,4.65,4.226666,No,1,X06607,005,USIE,Core,No,Masters1,2025,Spring,20251,2024-25,1.5,74.0,Prerequisites,,69.0,69.0,0.0,0.0,0.0,0.0,88.4100036621094,0.0,No,Building1,"M,W",14:20:00,1.5,48.0,4.0,4.704918,4.606557,2.540983,0.967213,4.213114,4.57377,3.278688,3.311475,3.918032,4.426229,4.606557,4.245901,3.918032,4.639344,Yes
208794,No,f126b8e1,USIE,Full Time,4.626667,4.0,No,1,X06607,006,USIE,Core,No,Masters1,2025,Spring,20251,2024-25,1.5,74.0,Prerequisites,,71.0,71.0,0.0,0.0,0.0,0.0,85.9199981689453,0.0,No,Building1,"M,W",16:10:00,1.5,48.0,3.885245,4.672131,4.639344,2.475409,0.967213,3.885245,4.62295,3.229508,3.311475,3.721311,4.327868,4.475409,4.196721,3.885245,4.62295,Yes
208795,No,8a9995d9,USIE,Full Time,4.658182,3.857692,No,1,X06607,007,USIE,Core,No,Masters1,2025,Spring,20251,2024-25,1.5,74.0,Prerequisites,,65.0,65.0,0.0,0.0,0.0,0.0,89.2300033569336,0.0,No,Building1,"M,W",16:10:00,1.5,48.0,3.620689,4.517241,4.586206,2.310344,0.982758,3.793103,4.534482,3.137931,3.137931,3.862068,4.327586,4.396551,4.017241,3.586206,4.396551,Yes
208796,No,f499bf33,USIE,Full Time,4.8,4.304918,No,1,X06607,008,USIE,Core,No,Masters1,2025,Spring,20251,2024-25,1.5,74.0,Prerequisites,,67.0,67.0,0.0,0.0,0.0,0.0,94.0299987792969,0.0,No,Building1,"M,W",14:20:00,1.5,48.0,3.920634,4.603174,4.523809,2.619047,1.0,4.222222,4.571428,3.269841,3.460317,4.0,4.63492,4.714285,4.412698,4.095238,4.698412,Yes
208797,No,74b784c7,USIE,Full Time,3.370106,3.192263,No,1,X06607,009,USIE,Core,No,Masters1,2025,Spring,20251,2024-25,1.5,74.0,Prerequisites,,62.0,62.0,0.0,0.0,0.0,0.0,90.3199996948242,0.0,No,Building1,"M,W",16:10:00,1.5,48.0,3.339285,3.839285,4.196428,2.517857,0.982142,3.178571,3.357142,3.196428,2.928571,3.214285,3.375,3.410714,3.464285,3.196428,4.017857,Yes
208798,No,f499bf33,USIE,Full Time,4.846154,4.212245,No,1,X06607,010,USIE,Core,No,Masters1,2025,Spring,20251,2024-25,1.5,74.0,Prerequisites,,63.0,63.0,0.0,0.0,0.0,0.0,84.129997253418,0.0,No,Building1,"M,W",16:10:00,1.5,48.0,3.716981,4.849056,4.566037,2.075471,0.981132,4.150943,4.754716,3.018867,3.150943,3.962264,4.603773,4.660377,4.377358,3.773584,4.622641,Yes
208808,No,d196f345,ZQOR,Full Time,4.636,4.369231,No,1,W99571,001,IGFY,Core,No,Masters1,2025,Spring,20251,2024-25,1.5,74.0,,,63.0,63.0,0.0,0.0,0.0,0.0,85.9400024414063,0.0,No,Building1,"T,W,R,F,S",09:00:00,3.25,57.0,4.4,4.763636,4.636363,3.472727,1.0,4.236363,4.436363,3.4,3.418181,4.10909,4.545454,4.581818,4.490909,3.890909,4.781818,Yes
208809,No,d196f345,ZQOR,Full Time,4.772093,4.435,No,1,W99571,002,IGFY,Core,No,Masters1,2025,Spring,20251,2024-25,1.5,74.0,,,63.0,63.0,0.0,0.0,0.0,0.0,73.0199966430664,0.0,No,Building1,"T,W,R,F,S",14:20:00,3.25,57.0,3.97826,4.652173,4.608695,2.913043,1.0,4.152173,4.652173,3.152173,3.47826,4.0,4.260869,4.326086,4.456521,3.413043,4.630434,Yes
208810,No,a8a5288b,ZQOR,Full Time,4.848148,4.718519,No,1,W99571,003,IGFY,Core,No,Masters1,2025,Spring,20251,2024-25,1.5,74.0,,,62.0,62.0,0.0,0.0,0.0,0.0,92.0599975585938,0.0,No,Building1,"T,W,R,F,S",09:00:00,3.25,57.0,4.172413,4.965517,4.913793,3.086206,1.0,4.534482,4.689655,3.327586,3.5,4.224137,4.448275,4.482758,4.5,3.913793,4.724137,Yes
208811,No,a8a5288b,ZQOR,Full Time,4.95,4.885246,No,1,W99571,004,IGFY,Core,No,Masters1,2025,Spring,20251,2024-25,1.5,74.0,,,62.0,62.0,0.0,0.0,0.0,0.0,96.8300018310547,0.0,No,Building1,"T,W,R,F,S",14:20:00,3.25,57.0,4.426229,4.885245,4.590163,3.114754,1.0,4.885245,4.868852,3.393442,3.737704,4.655737,4.540983,4.918032,4.737704,4.163934,4.62295,Yes
208812,No,67af40c5,ZQOR,Full Time,3.771429,3.426902,No,1,J20703,001,IGFY,Core,No,Masters1,2025,Spring,20251,2024-25,1.5,74.0,,,63.0,63.0,0.0,0.0,0.0,0.0,93.6500015258789,0.0,No,Building1,"M,W",16:10:00,1.5,57.0,3.728813,4.423728,4.508474,3.338983,1.0,3.372881,3.576271,3.372881,3.050847,3.033898,3.79661,3.542372,3.610169,3.813559,4.220338,Yes
208813,No,291c33d5,ZQOR,Part Time,4.776471,4.587755,No,1,J20703,002,IGFY,Core,No,Masters1,2025,Spring,20251,2024-25,1.5,74.0,,,62.0,62.0,0.0,0.0,0.0,0.0,85.4800033569336,0.0,No,Building1,"M,W",09:00:00,1.5,57.0,4.094339,4.886792,4.754716,3.35849,0.981132,4.490566,4.679245,3.094339,3.150943,4.26415,4.415094,4.509433,4.509433,4.283018,4.471698,Yes
208814,No,67af40c5,ZQOR,Full Time,3.226136,3.168089,No,1,J20703,003,IGFY,Core,No,Masters1,2025,Spring,20251,2024-25,1.5,74.0,,,62.0,62.0,0.0,0.0,0.0,0.0,88.7099990844727,0.0,No,Building1,"M,W",10:50:00,1.5,57.0,3.690909,4.036363,4.545454,3.2,0.981818,3.127272,3.181818,3.163636,3.036363,3.127272,3.363636,3.127272,3.090909,3.272727,3.927272,Yes
208815,No,67af40c5,ZQOR,Full Time,3.82,3.486599,No,1,J20703,004,IGFY,Core,No,Masters1,2025,Spring,20251,2024-25,1.5,74.0,,,63.0,63.0,0.0,0.0,0.0,0.0,90.4800033569336,0.0,No,Building1,"M,W",14:20:00,1.5,57.0,3.666666,4.368421,4.491228,3.385964,0.982456,3.438596,3.631578,3.298245,3.052631,3.298245,3.754385,3.385964,3.421052,3.701754,4.245614,Yes
208816,No,a5a0fa6c,ZQOR,Full Time,4.659091,4.711628,No,1,Q44513,001,IGFY,Elective,No,Masters1,2025,Spring,20251,2024-25,3.0,50.0,,,50.0,50.0,0.0,0.0,0.0,0.0,88.0,26.0,No,Building1,"T,W,R,F,S",09:00:00,8.0,58.0,4.431818,4.75,4.704545,2.863636,0.977272,4.704545,4.65909,2.840909,3.318181,4.613636,4.431818,4.613636,4.636363,4.272727,4.613636,Yes
208817,No,68fa8635,ZQOR,Part Time,4.777451,4.521739,Yes,2,P28252,001A,IGFY,Elective,No,Masters1,2025,Spring,20251,2024-25,1.5,38.0,,,33.0,31.0,2.0,0.0,0.0,0.0,80.0,13.0,Yes,Building1,"T,W,R",08:30:00,9.0,12.0,4.428571,4.785714,4.571428,3.107142,1.0,4.321428,4.571428,2.785714,3.25,4.25,4.678571,4.678571,4.642857,4.571428,4.785714,No
208817,No,3bb7aeca,ZQOR,Full Time,4.792,4.521739,Yes,2,P28252,001,IGFY,Elective,No,Masters1,2025,Spring,20251,2024-25,1.5,38.0,,,33.0,31.0,2.0,0.0,0.0,0.0,80.0,13.0,Yes,Building1,"T,W,R",08:30:00,9.0,12.0,4.428571,4.785714,4.571428,3.107142,1.0,4.321428,4.571428,2.785714,3.25,4.25,4.678571,4.678571,4.642857,4.571428,4.785714,Yes
208818,No,68fa8635,ZQOR,Part Time,4.688,4.512,Yes,2,P28252,002A,IGFY,Elective,No,Masters1,2025,Spring,20251,2024-25,1.5,38.0,,,38.0,38.0,0.0,0.0,0.0,0.0,73.6800003051758,35.0,Yes,Building1,"F,S,U",08:30:00,9.0,12.0,4.321428,4.678571,4.714285,3.214285,1.0,4.392857,4.446428,3.25,3.357142,3.964285,4.464285,4.642857,4.571428,4.571428,4.75,No
208818,No,3bb7aeca,ZQOR,Full Time,4.672857,4.512,Yes,2,P28252,002,IGFY,Elective,No,Masters1,2025,Spring,20251,2024-25,1.5,38.0,,,38.0,38.0,0.0,0.0,0.0,0.0,73.6800003051758,35.0,Yes,Building1,"F,S,U",08:30:00,9.0,12.0,4.321428,4.678571,4.714285,3.214285,1.0,4.392857,4.446428,3.25,3.357142,3.964285,4.464285,4.642857,4.571428,4.571428,4.75,Yes
208820,No,44b57473,VUFA,,4.167442,3.957143,No,1,B55819,001,WIRK,Core,No,Masters1,2025,Spring,20251,2024-25,1.5,74.0,,,56.0,56.0,0.0,0.0,0.0,0.0,80.3600006103516,0.0,No,Building1,"M,W",16:10:00,1.5,59.0,3.888888,4.555555,4.466666,3.511111,1.0,3.844444,4.133333,3.244444,3.377777,3.777777,4.311111,4.355555,4.133333,3.688888,4.311111,Yes
208821,No,44b57473,VUFA,,4.564103,4.293023,No,1,B55819,002,WIRK,Core,No,Masters1,2025,Spring,20251,2024-25,1.5,74.0,,,54.0,54.0,0.0,0.0,0.0,0.0,83.3300018310547,0.0,No,Building1,"M,W",09:00:00,1.5,59.0,3.911111,4.644444,4.533333,3.066666,0.955555,4.177777,4.422222,3.288888,3.355555,3.933333,4.311111,4.422222,4.066666,3.888888,4.444444,Yes
208822,No,44b57473,VUFA,,4.291892,3.878947,No,1,B55819,003,WIRK,Core,No,Masters1,2025,Spring,20251,2024-25,1.5,74.0,,,56.0,56.0,0.0,0.0,0.0,0.0,75.0,0.0,No,Building1,"M,W",10:50:00,1.5,59.0,3.857142,4.45238,4.333333,2.857142,0.95238,3.785714,3.97619,3.119047,3.261904,3.666666,4.047619,4.095238,3.666666,3.380952,4.047619,Yes
208823,No,44b57473,VUFA,,4.477778,4.057895,No,1,B55819,004,WIRK,Core,No,Masters1,2025,Spring,20251,2024-25,1.5,74.0,,,59.0,59.0,0.0,0.0,0.0,0.0,67.8000030517578,0.0,No,Building1,"M,W",14:20:00,1.5,59.0,3.775,4.475,4.475,3.025,0.975,4.0,4.175,3.175,3.275,3.825,4.375,4.475,4.25,3.825,4.7,Yes
209247,No,4a167fe4,CGCH,Part Time,4.706666,4.72766,No,1,R15699,002,SBFH,Core,No,Masters2,2025,Spring,20251,2024-25,1.5,74.0,Prerequisites,,53.0,0.0,53.0,0.0,0.0,0.0,89.0899963378906,0.0,No,Building1,"F, S",12:30:00,6.25,2.0,4.489795,4.755102,4.653061,3.122448,0.959183,4.693877,4.55102,3.448979,3.387755,4.32653,4.510204,4.653061,4.673469,4.163265,4.591836,Yes
209375,No,b3a47ed1,QAHF,Full Time,4.336586,4.147368,No,1,N70944,001,QAHF,Elective,No,MSPHD,2025,Spring,20251,2024-25,1.5,50.0,,,47.0,0.0,0.0,46.0,0.0,1.0,95.6500015258789,0.0,No,Building2,"T,W,R,F,S",09:00:00,4.0,1.0,3.840909,4.204545,4.227272,3.590909,0.977272,3.954545,4.204545,3.65909,3.25,3.681818,3.90909,3.977272,3.840909,3.727272,3.931818,Yes
209379,No,b14b228f,CGCH,Full Time,4.46875,4.224242,No,1,O66873,001,SBFH,Elective,No,MSPHD,2025,Spring,20251,2024-25,1.5,50.0,,,49.0,0.0,0.0,49.0,0.0,0.0,77.5500030517578,0.0,No,Building2,"T,W,R,F,S",14:00:00,4.0,1.0,3.789473,4.236842,4.105263,3.552631,0.947368,3.894736,4.18421,2.789473,2.605263,3.394736,3.815789,3.868421,3.789473,3.605263,3.736842,Yes
209471,No,823bb168,CGCH,Part Time,4.830769,4.688889,No,1,S46249,001,SBFH,Elective,No,Masters1,2025,Spring,20251,2024-25,3.0,74.0,Prerequisites,,44.0,39.0,5.0,0.0,0.0,0.0,63.6399993896484,0.0,No,Building2,W,18:00:00,3.25,2.0,4.392857,4.607142,4.607142,3.857142,1.0,4.678571,4.642857,3.285714,3.178571,4.428571,4.678571,4.821428,4.785714,4.75,4.821428,Yes
209472,No,88753b93,ZQOR,Full Time,4.909091,4.763077,No,1,N57760,002,IGFY,Elective,No,Masters1,2025,Spring,20251,2024-25,3.0,74.0,,,73.0,73.0,0.0,0.0,0.0,0.0,90.4100036621094,0.0,No,Building2,"T,R",14:20:00,1.5,11.0,4.30303,4.757575,4.742424,3.80303,1.0,4.757575,4.90909,3.166666,3.348484,4.515151,4.772727,4.818181,4.80303,4.772727,4.787878,Yes
209473,No,d68d7e71,QAHF,,4.657143,4.492857,No,1,D43425,001,QAHF,Elective,No,Masters1,2025,Spring,20251,2024-25,1.5,74.0,,,53.0,29.0,0.0,4.0,1.0,19.0,60.3800010681152,0.0,No,Building1,"M,W",09:00:00,1.5,12.0,4.0625,4.65625,4.1875,3.0,1.3125,4.3125,4.625,3.09375,3.34375,4.34375,4.21875,4.5,4.34375,3.78125,4.625,Yes
209474,No,1ee90e5f,CGCH,Part Time,3.773016,3.986667,Yes,2,D25533,001,SBFH,Elective,No,Masters1,2025,Spring,20251,2024-25,1.5,32.0,Prerequisites,,24.0,23.0,1.0,0.0,0.0,0.0,75.0,0.0,Yes,Building1,T,14:20:00,3.25,6.0,4.222222,4.444444,4.611111,4.0,0.944444,3.777777,3.694444,3.833333,3.5,3.666666,4.166666,3.944444,3.666666,3.722222,4.222222,Yes
209474,No,86ada1bb,CGCH,Part Time,4.0125,3.986667,Yes,2,D25533,001A,SBFH,Elective,No,Masters1,2025,Spring,20251,2024-25,1.5,32.0,Prerequisites,,24.0,23.0,1.0,0.0,0.0,0.0,75.0,0.0,Yes,Building1,T,14:20:00,3.25,6.0,4.222222,4.444444,4.611111,4.0,0.944444,3.777777,3.694444,3.833333,3.5,3.666666,4.166666,3.944444,3.666666,3.722222,4.222222,No
209475,No,88753b93,ZQOR,Full Time,4.811539,4.64,No,1,N57760,003,IGFY,Elective,No,Masters1,2025,Spring,20251,2024-25,3.0,74.0,,,75.0,75.0,0.0,0.0,0.0,0.0,74.6699981689453,0.0,No,Building2,"T,R",16:10:00,1.5,11.0,4.321428,4.803571,4.75,3.892857,0.946428,4.517857,4.625,2.964285,3.339285,4.410714,4.625,4.785714,4.696428,4.767857,4.857142,Yes
209476,No,626c7d4b,ZQOR,Part Time,4.345,3.995,No,1,P26952,001,IGFY,Elective,No,Masters1,2025,Spring,20251,2024-25,1.5,70.0,,,55.0,55.0,0.0,0.0,0.0,0.0,78.1800003051758,0.0,No,Building2,R,14:20:00,3.25,4.0,3.72093,4.372093,4.139534,2.604651,0.976744,3.953488,4.279069,3.046511,2.790697,3.627906,4.046511,4.255813,3.976744,3.255813,4.372093,Yes
209477,No,96256d7a,CGCH,,3.826087,3.980645,No,1,G93788,001,SBFH,Elective,No,Masters1,2025,Spring,20251,2024-25,3.0,135.0,,Corequisite,134.0,132.0,1.0,0.0,0.0,1.0,80.4499969482422,0.0,No,Building2,"M,W",09:00:00,1.5,2.0,4.112149,4.233644,4.411214,3.196261,0.981308,3.803738,3.738317,3.822429,3.317757,3.635514,3.635514,3.59813,3.766355,3.308411,4.084112,Yes
209478,No,0e8bba51,ZQOR,Full Time,4.145,3.907692,No,1,B51668,001,IGFY,Elective,No,Masters1,2025,Spring,20251,2024-25,1.5,74.0,,,54.0,53.0,1.0,0.0,0.0,0.0,79.629997253418,0.0,No,Building1,R,09:00:00,3.25,8.0,4.093023,4.395348,4.488372,2.72093,0.976744,3.837209,4.069767,3.255813,2.930232,3.72093,3.744186,3.674418,3.604651,3.348837,3.930232,Yes
209479,No,db9fa0d4,CGCH,Full Time,4.412903,4.413333,No,1,O68693,001,SBFH,Elective,No,Masters1,2025,Spring,20251,2024-25,1.5,50.0,Prerequisites,,50.0,49.0,1.0,0.0,0.0,0.0,68.0,0.0,No,Building1,T,14:20:00,3.25,21.0,4.235294,4.705882,4.67647,3.411764,0.970588,4.382352,4.411764,2.647058,2.911764,4.17647,4.352941,4.205882,4.5,3.264705,4.588235,Yes
209480,No,d68d7e71,QAHF,,4.617391,4.329167,No,1,D43425,002,QAHF,Elective,No,Masters1,2025,Spring,20251,2024-25,1.5,74.0,,,68.0,62.0,0.0,0.0,0.0,6.0,75.0,0.0,No,Building1,"M,W",10:50:00,1.5,12.0,3.960784,4.509803,4.509803,2.745098,1.019607,4.274509,4.509803,3.156862,3.529411,4.0,4.352941,4.529411,4.352941,3.764705,4.588235,Yes
209481,No,309d2564,ZQOR,Full Time,4.115789,4.042857,No,1,E82571,001,IGFY,Elective,No,Masters1,2025,Spring,20251,2024-25,3.0,74.0,,,54.0,48.0,3.0,0.0,0.0,3.0,86.5400009155273,0.0,No,Building1,"T,W,R,F,S",09:00:00,8.0,10.0,3.955555,4.577777,4.444444,2.822222,1.066666,3.955555,3.755555,2.911111,2.888888,3.977777,3.911111,4.2,3.822222,4.066666,4.355555,Yes
209482,No,aed1b34a,CGCH,Part Time,4.643137,4.528,No,1,U34467,001,SBFH,Elective,No,Masters1,2025,Spring,20251,2024-25,1.5,74.0,,Corequisite,67.0,66.0,0.0,0.0,0.0,1.0,83.3300018310547,0.0,No,Building1,W,09:00:00,3.25,5.0,4.218181,4.581818,4.581818,3.236363,0.927272,4.436363,4.545454,3.181818,3.4,4.145454,4.272727,4.563636,4.236363,3.836363,4.363636,Yes
209483,No,c01c5699,QAHF,Full Time,4.370213,4.326087,No,1,O00432,001,QAHF,Elective,No,Masters1,2025,Spring,20251,2024-25,3.0,74.0,,,71.0,42.0,0.0,6.0,0.0,23.0,71.8300018310547,0.0,No,Building1,"M,W",14:20:00,1.5,12.0,4.078431,4.411764,4.392156,3.196078,1.274509,4.215686,4.274509,3.0,3.509803,3.90196,4.078431,4.274509,4.196078,4.058823,4.470588,Yes
209484,No,309d2564,ZQOR,Full Time,4.171429,3.960976,No,1,E82571,002,IGFY,Elective,No,Masters1,2025,Spring,20251,2024-25,3.0,74.0,,,53.0,30.0,0.0,1.0,0.0,22.0,84.9100036621094,0.0,No,Building2,T,14:20:00,3.25,10.0,3.622222,4.355555,4.266666,2.977777,1.333333,3.888888,4.022222,2.955555,2.733333,3.755555,3.844444,4.2,3.933333,4.066666,4.155555,Yes
209485,No,6872ba4a,CGCH,Full Time,4.730612,4.57551,No,1,S05340,001,SBFH,Elective,No,Masters1,2025,Spring,20251,2024-25,1.5,74.0,Prerequisites,,69.0,57.0,0.0,0.0,0.0,12.0,76.4700012207031,0.0,No,Building1,"M,W",14:20:00,1.5,1.0,4.192307,4.538461,4.461538,3.634615,1.076923,4.480769,4.711538,2.653846,3.038461,4.307692,4.576923,4.615384,4.442307,4.26923,4.615384,Yes
209486,No,8e6ee73f,QAHF,Full Time,4.810909,4.750943,No,1,C26850,001,QAHF,Elective,No,Masters1,2025,Spring,20251,2024-25,3.0,74.0,Prerequisites,,72.0,64.0,1.0,3.0,0.0,4.0,79.1699981689453,0.0,No,Building1,T,09:00:00,3.25,19.0,4.45614,4.824561,4.596491,2.701754,0.982456,4.596491,4.701754,3.842105,3.91228,4.526315,4.350877,4.666666,4.350877,4.122807,4.68421,Yes
209487,No,309d2564,ZQOR,Full Time,4.460606,4.272222,No,1,E82571,003,IGFY,Elective,No,Masters1,2025,Spring,20251,2024-25,3.0,74.0,,,48.0,10.0,1.0,0.0,0.0,37.0,83.3300018310547,0.0,No,Building1,R,14:20:00,3.25,10.0,3.95,4.4,4.3,3.3,1.65,4.075,4.425,3.05,2.775,3.925,4.1,4.2,4.25,4.15,4.125,Yes
209488,No,4c95a9ab,CGCH,Part Time,4.939394,4.857143,No,1,O59709,001,SBFH,Elective,No,Masters1,2025,Spring,20251,2024-25,1.5,60.0,Prerequisites,,51.0,48.0,1.0,2.0,0.0,0.0,71.4300003051758,0.0,No,Building2,"T,R",10:50:00,1.5,1.0,4.371428,4.771428,4.742857,3.342857,1.0,4.857142,4.657142,3.114285,3.285714,4.6,4.657142,4.8,4.742857,4.714285,4.828571,Yes
209489,No,8e6ee73f,QAHF,Full Time,4.885714,4.694118,No,1,C26850,002,QAHF,Elective,No,Masters1,2025,Spring,20251,2024-25,3.0,74.0,Prerequisites,,71.0,69.0,0.0,1.0,0.0,1.0,80.2799987792969,0.0,No,Building1,T,14:20:00,3.25,19.0,4.438596,4.789473,4.719298,3.263157,1.017543,4.491228,4.877192,3.807017,3.824561,4.491228,4.68421,4.842105,4.701754,4.543859,4.877192,Yes
209490,No,9396b3cc,ZQOR,Part Time,4.302222,4.345455,No,1,O31647,001,IGFY,Elective,No,Masters1,2025,Spring,20251,2024-25,1.5,74.0,,,59.0,54.0,0.0,1.0,0.0,4.0,79.3099975585938,0.0,No,Building2,W,14:20:00,3.25,5.0,3.97826,4.391304,4.456521,2.934782,0.97826,4.282608,4.282608,2.695652,3.304347,4.108695,3.913043,4.108695,3.847826,3.130434,4.304347,Yes
209491,No,9cbda488,CGCH,Full Time,4.33,4.285714,No,1,D88906,001,SBFH,Elective,No,Masters1,2025,Spring,20251,2024-25,1.5,74.0,Prerequisites,Corequisite,30.0,29.0,0.0,0.0,0.0,1.0,70.0,0.0,No,Building1,W,09:00:00,3.25,10.0,3.904761,4.285714,4.571428,2.95238,1.0,4.285714,4.285714,2.857142,3.0,4.238095,4.428571,4.47619,4.428571,4.047619,4.428571,Yes
209492,No,922768f3,QAHF,Part Time,4.5125,4.36,No,1,H73042,001,QAHF,Elective,Yes,Masters1,2025,Spring,20251,2024-25,1.5,50.0,Prerequisites,,43.0,36.0,4.0,2.0,0.0,1.0,83.7200012207031,0.0,No,Building2,T,18:00:00,3.25,,4.277777,4.472222,4.611111,3.388888,1.027777,4.333333,4.444444,3.111111,3.333333,4.0,4.333333,4.416666,4.388888,3.916666,4.555555,Yes
209493,No,9ef39e2b,ZQOR,Part Time,4.446154,4.373333,No,1,K94394,001,IGFY,Elective,No,Masters1,2025,Spring,20251,2024-25,3.0,36.0,Prerequisites,,18.0,18.0,0.0,0.0,0.0,0.0,88.8899993896484,0.0,No,Building2,W,10:50:00,1.5,9.0,4.125,4.375,4.625,3.25,0.875,4.1875,4.3125,3.4375,2.9375,3.4375,3.875,3.875,3.625,3.8125,4.0,Yes
209494,No,9cbda488,CGCH,Full Time,4.473333,4.30303,No,1,D88906,002,SBFH,Elective,No,Masters1,2025,Spring,20251,2024-25,1.5,74.0,Prerequisites,Corequisite,47.0,45.0,0.0,1.0,0.0,1.0,70.2099990844727,0.0,No,Building1,W,14:20:00,3.25,10.0,4.090909,4.666666,4.666666,3.242424,0.969696,4.30303,4.333333,2.757575,3.121212,4.151515,4.545454,4.666666,4.484848,4.030303,4.363636,Yes
209495,No,922768f3,QAHF,Part Time,4.228571,4.3125,No,1,H73042,002,QAHF,Elective,Yes,Masters1,2025,Spring,20251,2024-25,1.5,50.0,Prerequisites,,27.0,25.0,1.0,1.0,0.0,0.0,57.1399993896484,0.0,No,Building1,W,14:20:00,3.25,,4.25,4.5,4.1875,3.25,1.0,4.3125,4.125,3.1875,3.25,4.25,3.875,4.0,4.0,3.4375,4.3125,Yes
209496,No,29cbe0bf,ZQOR,Part Time,4.795833,4.706383,No,1,R33776,001,IGFY,Elective,No,Masters1,2025,Spring,20251,2024-25,3.0,74.0,,,72.0,71.0,1.0,0.0,0.0,0.0,69.4400024414063,0.0,No,Building1,R,18:00:00,3.25,7.0,4.28,4.58,4.62,3.28,0.94,4.58,4.76,3.16,3.12,4.48,4.42,4.66,4.7,4.52,4.66,Yes
209497,No,1803de70,GYQP,Part Time,4.880952,4.790698,No,1,U60062,001,SBFH,Elective,No,Masters1,2025,Spring,20251,2024-25,3.0,64.0,Prerequisites,,62.0,58.0,4.0,0.0,0.0,0.0,70.4899978637695,0.0,No,Building1,W,18:00:00,3.25,13.0,4.558139,4.88372,4.813953,3.744186,0.953488,4.790697,4.767441,3.674418,3.651162,4.511627,4.581395,4.790697,4.744186,4.790697,4.674418,Yes
209498,No,d68d7e71,QAHF,,4.834483,4.686666,No,1,W20303,001,QAHF,Elective,No,Masters1,2025,Spring,20251,2024-25,3.0,50.0,,,42.0,33.0,0.0,3.0,0.0,6.0,73.8099975585938,0.0,No,Building1,"M,W",09:00:00,3.25,4.0,3.935483,4.548387,4.387096,3.032258,1.0,4.580645,4.709677,3.225806,3.258064,4.290322,4.419354,4.645161,4.451612,4.064516,4.677419,Yes
209499,No,67af40c5,ZQOR,Full Time,4.663636,4.345455,No,1,R97216,001,IGFY,Elective,No,Masters1,2025,Spring,20251,2024-25,1.5,74.0,,,64.0,60.0,3.0,0.0,0.0,1.0,73.0199966430664,0.0,No,Building1,M,09:00:00,3.25,8.0,4.130434,4.608695,4.47826,3.652173,1.0,4.304347,4.652173,2.847826,3.021739,3.956521,4.347826,4.413043,4.347826,4.413043,4.586956,Yes
209500,No,f1f2f416,GYQP,Part Time,4.031169,3.819355,Yes,2,X89610,001,SBFH,Elective,No,Masters1,2025,Spring,20251,2024-25,3.0,74.0,,Corequisite,69.0,60.0,0.0,9.0,0.0,0.0,62.3199996948242,0.0,Yes,Building2,R,18:00:00,3.25,4.0,4.046511,4.232558,4.302325,3.534883,0.953488,3.372093,3.44186,3.976744,2.930232,3.744186,4.0,4.093023,3.837209,3.88372,4.023255,Yes
